Q9J5G5	3.6.1.23
A0A1U9YI27	3.4.13.19
Q08FE1	2.7.7.19
P19758	3.2.1.18
I3X057	1.8.4.8
Q9YPD5	2.7.7.48
P11948	1.9.3.1
B7N6P4	1.1.3.15
P0C6W5	3.4.19.12;3.4.22.69;2.7.7.48;3.6.4.12;3.6.4.13
O10363	3.2.1.14
C0HM39	3.2.2.22
P0DSX9	2.7.7.6
P0C676	2.7.7.49;2.7.7.7;3.1.26.4
Q17VN6	2.7.7.6
Q9J7Z2	2.7.7.48
Q3KSQ2	2.7.1.21
Q2HXL9	2.1.1.160
P28453	4.1.1.39
Q67IL7	1.6.99.5
Q91FS1	2.7.4.9
Q9IJX4	2.7.7.48
P26457	1.9.3.1
P09505	2.7.7.48
Q6I7C3	2.7.7.48
Q98229	2.7.7.6
R4JQT5	4.2.3.114;4.2.3.115
A6XH05	4.2.3.108
Q9XZ16	3.1.3.16
Q69L93	1.14.13.72
Q9HGI3	3.2.1.52
P27401	3.1.26.4;2.7.7.49;2.7.7.7
Q8GIX7	1.1.1.1
P22154	3.6.4.12
A0A1Y2IY60	3.2.1.4
P13872	2.7.7.48
P28275	3.2.2.27
Q7T6Y2	2.7.11.1
Q6XDK8	2.7.7.48;3.6.1.15;3.4.22.66
B4FNK8	5.4.99.5
P0CK05	3.4.22.45
P43737	2.7.7.6
A0A1B0GUS4	6.3.2.19
Q84173	2.7.7.7
A0A1W2PQJ5	3.1.3.16
P08411	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
B5E5U9	3.5.1.88
F4CQ77	4.1.1.39
P17192	2.7.7.49;2.7.7.7;3.1.26.4
Q4W382	2.1.1.56;2.7.7.48
P08773	2.1.2.8
Q08436	3.6.3.6
G9N4A3	6.1.1.18
Q6DNQ9	2.7.7.48
P0DSU8	2.7.7.6
Q6DNS6	2.7.7.48
Q6DPI6	3.2.1.18
Q9YYS0	3.6.1.23
Q96L91	3.6.4.12
P13846	2.7.7.49;2.7.7.7;3.1.26.4
P0C998	3.6.1.52
P18479	3.4.22.45;2.7.7.48;3.4.22.44
Q3A9J5	1.21.4.2;1.21.4.3;1.21.4.4
B5E6M0	2.4.2.7
O60229	2.7.11.1
P15916	2.1.1.57
P05962	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.47
A0A2H5AIY2	4.1.1.25
O55748	3.1.26.3
A4K146	3.2.1.18
P03253	3.4.22.39
P15095	2.7.7.48;3.6.4.13
Q1PDC4	2.1.1.56;2.7.7.48
P61159	1.2.1.2
O73875	2.7.10.1;2.7.10.2
Q809V4	3.2.1.18
W8E7D1	3.1.4.1;3.6.1.9
A0A1D8PJX3	1.10.2.2
Q80LP4	3.4.22.50
Q95707	1.9.3.1
P10479	2.7.7.7
A0A2R6W0K6	5.4.2.2
Q04350	2.7.7.48;3.6.4.13
P51771	3.2.1.17
Q87009	3.6.1.3
Q9M2B9	1.4.3.21
Q9Y8B8	1.11.1.15
Q46E72	2.1.1.248
Q67726	2.7.7.48
Q9QJ30	3.4.21.97
A0A0L0P4F8	5.99.1.2
A4ZCW8	2.7.7.48
P0DPI1	3.4.24.69
B7QK46	2.3.2.5
A0A0H2ZJB2	2.3.1.189
P03113	3.6.4.12
Q9WAB1	3.6.4.13
Q8ZPX9	2.7.7.47
P42487	2.7.7.6
B5X0E4	3.6.3.44
U5JCC6	1.1.1.34
A0A1W2PR19	2.5.1.18
P21405	2.7.7.48
Q57079	6.4.1.3
P50683	1.9.3.1
P36721	3.6.4.12
A0A976YI25	2.7.3.3
Q2Y0E9	2.7.7.48
O64146	2.7.7.7
P27363	2.7.1.21
Q925B3	2.7.11.1
Q4AEH2	1.11.1.12
Q6QT07	1.13.11.71
Q501Q9	2.7.11.24;2.7.11.1
P12499	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
Q76ZT1	2.1.1.57
P0C8I6	2.7.1.21
B0XPE4	2.7.12.2;2.7.11.1
Q05135	3.6.4.12
P09176	5.99.1.3
Q9GCE7	1.9.3.1
O71070	3.4.22.39
Q8VYX1	2.1.1.103
P09854	2.7.7.7;3.1.26.4
P67907	3.2.1.18
P03354	2.7.7.49;2.7.7.7;3.1.26.4;3.1.13.2;3.1.26.13
Q6V1Q2	2.1.1.56;2.7.7.48
A0A0A1EQ07	3.1.1.1
G4N374	2.7.11.24;2.7.11.1
Q9VC56	3.4.19.12
P0C6X6	3.4.19.12;3.4.22.69;2.7.7.48;3.6.4.12;3.6.4.13
P44431	2.1.1.72
A9Q1K9	2.1.1.56;2.7.7.50
Q9MU26	3.6.3.14
Q01901	2.7.7.48;3.4.22.44;3.4.22.45
P50685	1.9.3.1
P68554	1.9.3.1
P18522	2.7.7.48
Q91E95	2.7.7.48
P0C8I5	2.7.1.21
A0A1C9CXI1	3.2.1.4
Q5UP57	1.14.11.2
A0A509AQE6	2.7.11.1
Q5UNT7	2.7.11.1
Q69BJ9	1.10.2.2
Q99CW3	2.4.1.102;2.4.1.150
P43836	6.1.1.1
Q5Y4Q4	1.9.3.1
P16901	2.7.7.49;3.1.13.2;3.1.26.13;2.7.7.7;3.6.1.23
Q20NV8	3.2.1.18
Q9LRI8	1.3.3.4
I1RJR2	1.14.13.70
P0C8G1	2.7.4.9
O71188	3.6.4.13;2.7.7.48
P04392	2.1.1.72
Q6DD33	2.7.1.74
A7U6F1	2.7.7.7
P33801	2.7.11.1
Q9YUS2	2.7.7.7;3.1.26.4
P12556	3.2.1.18
P00415	1.9.3.1
Q09106	3.2.1.18
P49899	1.97.1.11
B0Y462	2.7.11.24
A0A4P8DY91	2.1.1.68
Q36455	1.9.3.1
P07210	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
Q67IA6	1.6.99.5
Q653S9	1.6.2.4
P00405	1.9.3.1
Q6YP73	2.7.11.1
P31623	3.1.26.4;2.7.7.49;2.7.7.7;3.6.1.23
P23335	2.7.1.21
O47691	1.9.3.1
Q9MUK1	1.97.1.12
Q4X1A8	2.7.11.1
Q83262	2.7.7.48
Q5UQ24	2.7.11.1
P0C9A7	3.6.4.13
Q9JGL0	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
Q96631	2.7.7.48
Q0ZQX0	4.1.1.25
Q81020	3.6.4.12
Q9IMP4	2.7.7.48
Q07575	3.2.1.18
P10271	3.6.1.23
Q8QMZ9	2.7.7.19
Q658G7	2.7.11.1
P04519	2.4.1.26
Q20992	1.3.3.6
G0RYE0	1.2.4.1
Q4JQV6	1.17.4.1
A0A8B0RBM2	3.1.1.1
P0CP60	2.7.11.1
P50680	1.9.3.1
Q91PP5	2.7.7.48
A0A4P8DJH6	4.2.1.94
Q8QMV9	2.1.1.56;2.7.7.50;3.1.3.33
A2XW02	2.7.11.1
A3PMF8	2.6.1.1
P0C990	6.5.1.1
A5LGW7	2.7.7.48;3.6.1.15
C0HM79	3.1.1.4
Q4WLA8	2.3.1.9
Q6QN13	1.97.1.10
P36309	2.7.7.48;3.6.4.13
I1S8Q3	2.4.1.173
P50691	1.9.3.1
P19822	2.7.7.7
P93962	2.7.7.6
Q91FE4	2.7.11.1
Q05B79	3.6.4.13
Q6DNS3	2.7.7.48
P27914	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
Q980R1	2.7.7.6
Q67KE7	1.21.4.2
P9WEP0	2.5.1.29
Q5NV96	2.7.8.1
Q80KJ7	2.7.7.48
Q9EVI4	1.1.1.85
P0DTA4	6.4.1.3
A0A221J5X1	1.3.1.3
A0A5R8T042	3.5.2.6
Q9E6Q4	2.7.11.1
P50764	3.6.4.12
O48666	2.5.1.21
O48374	1.9.3.1
P52507	3.2.2.27
A0A1W2PQ64	3.1.3.16
P03425	3.2.1.18
P33453	2.7.7.48
A0A7H0DNA3	2.7.7.6
P59711	3.1.1.53
Q9KJY7	3.5.2.6
C6KTD2	2.1.1.43
Q07579	3.2.1.18
P16913	2.7.11.1
P00581	2.7.7.7
C5YJG8	1.6.2.4
O91533	2.7.7.49;2.7.7.7;3.1.26.4
P58972	2.1.1.249
Q84VX4	2.7.11.1
Q6H952	1.10.3.9
A0A096VHY7	2.1.1.158
P07540	3.2.1.17
P0DTQ1	5.3.1.23
P26118	2.7.7.48
P20637	3.6.1.15
P0C211	2.7.7.49;2.7.7.7;3.1.26.4
P51552	1.1.1.1
P26119	2.7.7.48
P46412	1.11.1.9
Q4DHY2	2.3.1.199
P38596	1.9.3.1
D3YWQ0	2.7.1.107
Q8CIE4	2.4.2.30
P11897	2.7.7.48;3.4.22.44
P0C9A2	3.6.4.13
P05769	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
Q00095	2.7.11.1
C9K7C8	2.5.1.54
Q5UCB8	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
Q77MS1	1.17.4.1
Q9RR30	5.1.3.13
B1NKU3	2.1.1.56;2.7.7.50
K4CJJ1	1.13.11.51
P14597	3.6.1.23
P20493	1.17.4.1
Q9QSK2	2.7.7.7;3.1.26.4
B1MCK4	2.7.8.11
M2VWL5	5.4.2.8
P67780	1.9.3.1
P03186	3.4.19.12
P0CJ99	3.4.22.45
Q6PBS3	6.1.1.2
P0C943	3.1.1.4
P89946	3.4.21.90
F4J0D2	2.7.11.1
A0A0B4H2J9	4.2.1.94
Q9MCN8	3.1.22.4
Q84293	3.6.4.12
A2T3S0	2.7.7.48
Q8Y914	2.7.1.26;2.7.7.2
Q1K7A4	3.1.2.4
P43892	2.7.4.25
D1L2U8	3.5.1.28
I1RBR4	1.14.13.70
P0C0W4	2.1.1.248
Q4AEH8	1.11.1.9
Q2Y2L8	2.1.1.56;2.7.7.48
E9PYH6	2.1.1.43
P0C9C3	3.6.1.23
Q9QJT4	2.1.1.56;2.7.7.48
P80209	3.4.23.5
Q8V0N6	2.7.7.48
E0XKJ9	3.2.1.35
Q5UQG7	2.7.11.1
Q4WSY2	1.1.1.34
P28846	1.17.4.1
Q9YLR1	2.7.7.48
Q37882	2.7.7.7
P25869	6.3.2.19
Q92813	1.97.1.10
Q05486	2.7.7.49;2.7.7.7;3.1.26.4
Q6RZD4	2.7.4.9
P07917	2.7.7.7;3.1.26.4
A0A140N5J7	3.1.3.45
A0A0S2UWA5	2.1.1.104
Q6DPH9	3.2.1.18
Q8V2N1	2.7.7.6
Q91MA2	3.2.1.18
Q6UDK6	3.4.21.97
Q16881	1.8.1.9
P06447	2.1.1.56;2.7.7.48
O24023	1.13.11.51
P0C6Y5	2.7.7.48;3.6.4.12;3.6.4.13;3.4.19.12
O91940	2.1.1.56;2.7.7.48
P58898	2.3.3.13
P00720	3.2.1.17
Q4WVG0	2.7.11.13;2.7.11.1
Q2T4M6	6.4.1.2
P30002	3.4.19.12
O64173	1.17.4.1
Q38S02	1.9.3.1
Q58HT7	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
Q75VQ4	3.2.1.18
F2XFA4	4.2.3.120;4.2.3.119
E9ET41	4.2.1.94
P19748	2.1.1.57
Q96725	2.7.7.48;3.4.22.66;3.6.1.15
Q70US9	3.2.2.22
O24679	1.18.1.3
P52342	2.7.7.7
Q9IGQ0	3.2.1.18
Q6DPK2	3.2.1.18
B8NUK6	1.14.13.70
A0A2Z6AQX6	2.5.1.29
Q804E1	1.97.1.10
P73276	2.7.13.3
P0C6V2	3.4.19.12
P21079	2.7.7.19
A0A1S4BJT3	1.4.3.16
P36488	4.1.1.39
Q89187	1.1.1.145;5.3.3.1
O24677	1.14.12.3;1.14.12.11
A0A509AFG4	2.7.11.1
S8FIE4	1.10.3.2
O47709	1.9.3.1
P13887	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
Q98776	2.1.1.56;2.7.7.48
F5HI85	3.2.2.27
Q01786	3.2.1.4
P12927	3.6.4.13
Q10S82	1.11.1.6
P11298	3.6.4.12
V9TXH2	3.2.1.8
A0A144A2H0	3.4.11.9
Q9VPD3	2.7.8.29
P28859	2.7.7.7
O47700	1.9.3.1
P04518	2.7.7.48
Q7X2N3	6.1.1.9
P50760	3.6.4.12
Q732H8	2.4.2.9
Q58725	3.4.11.18
Q4WBQ3	2.3.3.10
Q66I14	2.7.9.3
Q03495	2.7.7.48
P16195	3.2.1.18
Q9AQ98	1.1.1.86
Q8W9N0	1.9.3.1
A0A411EZW9	3.1.1.4
A2AAJ9	2.7.11.1
Q0CRW6	2.5.1.29
Q463W7	2.7.7.48
Q2F9P2	3.4.21.21
Q99D35	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
P09732	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
A2YH41	2.7.11.1
A9QNE7	1.14.13.93
Q6XV23	3.2.1.18
Q37440	1.9.3.1
Q07577	3.2.1.18
Q6X2U4	2.7.7.48;3.6.1.15;3.6.4.13
G4N6Z6	2.7.12.2;2.7.11.1
Q3HM40	2.7.7.48
N1P212	3.2.1.28
Q8BCR0	2.7.7.48;3.6.1.15;3.6.4.13
P28392	4.1.1.39
Q8TN68	2.1.1.249
Q5W6F1	1.14.13.11
P07971	3.1.1.53
A0A0E3D8M9	2.5.1.29
A7J3A6	2.7.7.48
Q38S59	1.9.3.1
A0A0H3NM73	2.7.7.8
D0FH76	3.6.4.6
Q91TW9	2.7.7.48;3.6.4.13
Q02382	2.7.7.48
P25465	3.2.1.18
I1RR90	1.3.1.70
P08327	3.2.1.18
P00585	2.7.7.48
B2KX91	1.1.1.34
Q89536	3.6.4.12
Q1HK97	1.9.3.1
Q9YWK4	3.4.22.50
O62839	1.11.1.6
P0C731	2.7.11.1
P90211	2.7.7.48;3.6.4.13
A0A0J9XK58	3.2.1.4
Q5UQJ6	2.7.11.1
Q4JHN6	2.5.1.10;2.5.1.1
P16600	2.7.1.21
Q6UDJ2	1.17.4.1
A0A077EW86	2.1.1.104
Q5BHE2	2.7.11.1
Q91UL0	3.2.1.18
B6UV92	2.5.1.32
Q7X7K8	1.6.2.4
Q9R0T7	3.4.21.4
Q65164	2.5.1.29;2.5.1.10
Q57286	4.1.1.70
P10186	3.2.2.27
P17005	3.1.1.53
P20876	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.47;3.4.23.16
O14686	2.1.1.43
Q2QWU2	3.5.1.98
Q91FW5	6.5.1.2
C8VN86	1.1.1.34
P28866	3.2.2.27
Q5UQI3	1.14.13.70
A0A0P0XCU3	2.4.1.21
Q76L40	2.7.7.48
I3R584	6.3.1.2
O48500	3.6.1.23
Q01034	3.6.1.23
Q9VSK9	5.4.99.27
G2IQQ8	4.1.3.17
P0CJ96	3.4.22.45
Q8B0U2	2.1.1.56;2.7.7.48
Q5UQT7	3.1.26.3
F9WWF1	2.5.1.29
Q8V4V3	2.7.7.6
A0R0W2	1.8.4.8
P0CJ97	3.4.22.45
I1RRW0	6.3.2.19
P28847	1.17.4.1
O57030	2.7.7.6
A0A144YEA5	2.5.1.21
Q7F1U0	1.11.1.7
Q9Z0J5	1.8.1.9
Q9E6S5	2.7.7.49;2.7.7.7;3.1.26.4
P31183	4.1.1.39
Q5AV04	2.6.1.42
P97364	2.7.9.3
P0DJY0	2.7.7.48;3.4.19.12;3.6.4.12;3.6.4.13
Q01206	2.7.7.48;3.4.22.44
Q23295	3.4.24.64
Q32ZE1	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
Q83424	2.7.7.48
P24740	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
P30318	2.7.7.7
Q9MTE7	4.1.1.39
P96368	2.7.13.3
O64240	1.17.4.2
A0A2H5AIY4	6.2.1.12
Q9ICP7	3.6.1.3
P54891	2.7.7.48;3.6.4.13
C5MSH2	2.7.7.48
Q1PD54	2.1.1.56;2.7.7.48
O77334	3.1.3.48
P00806	3.5.1.28
A0A1P7Y0A2	2.5.1.21
P04536	3.1.11.1
P0CK14	3.4.22.45
P98034	1.9.3.1
P50642	1.17.4.1
P12555	3.2.1.18
B1XJV9	2.5.1.29;2.5.1.10
P26810	3.1.26.4;2.7.7.49;2.7.7.7
A0A2Z5GDY5	3.4.11.9
Q02314	2.7.7.49;2.7.7.7;3.1.26.4
Q5UQV6	1.8.3.2
P03310	2.7.7.48;3.4.22.28;3.4.22.46;3.6.1.15
P03307	2.7.7.48;3.4.22.28;3.4.22.46;3.6.1.15
Q9DHT0	2.7.7.19
Q66479	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
P0C6Y1	2.7.7.48;3.6.4.12;3.6.4.13
O41033	3.6.1.23
Q9C664	2.7.1.48
P25987	2.7.1.21
Q9YLS4	2.7.7.48;3.4.22.28;3.6.1.15
Q87022	2.7.7.48
A0A0D4WV12	3.1.4.41
Q9DKT8	2.7.7.7;3.1.26.4
P12497	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
Q8JMY4	2.7.7.49;2.7.7.7;3.1.26.4
P11283	3.1.26.4;2.7.7.49;2.7.7.7;3.6.1.23
A0A348DU52	2.5.1.29
P0C997	3.6.1.52
S5DQS6	2.1.1.104
P0DSZ8	3.6.1.23
Q9YZR5	2.7.7.49;2.7.7.7;3.1.26.4
P00541	2.7.10.2;2.7.11.1;2.7.10.1
A0A1P7Y0D4	2.5.1.21
Q9Q720	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
P0DOQ6	3.1.3.48
P32941	3.2.2.27
A0A0L0P6P7	5.99.1.2
P58973	2.1.1.250
Q2SX76	6.4.1.2
B3F2X5	2.7.7.48
A0A067YMX8	2.4.1.207
Q7T6Y8	1.17.4.1
P09814	2.7.7.48;3.4.22.44;3.4.22.45
Q96065	1.9.3.1
Q7SYK7	2.6.1.1;2.6.1.7
O62768	1.8.1.9
B7JIX2	6.3.1.1
U5NDT8	1.3.3.9
P0C0W3	2.1.1.248
Q6PDK2	2.1.1.43
P14240	2.7.7.48
B5E1Q6	1.1.1.86
P30319	2.7.7.7
P0C6W4	3.4.19.12;3.4.22.69;2.7.7.48;3.6.4.12;3.6.4.13
P68634	3.6.1.23
P03198	2.7.7.7;3.1.26.4
A4GCM7	2.7.7.48
P32216	2.7.11.1
Q775U0	2.1.1.56;2.7.7.50;3.1.3.33
Q8YD09	3.5.2.7;4.3.1.3
Q9XVQ9	2.3.1.199
P18029	2.1.2.8
Q02836	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
Q5Y388	3.4.21.90
P32270	3.6.4.12
Q43207	5.2.1.8
A0PJ24	2.7.7.48
A5HUI5	3.4.11.7
Q7T6Y9	1.17.4.1
P03477	3.2.1.18
Q5UQ40	6.3.2.19
Q17QM4	2.7.8.1
Q69605	2.7.7.49;2.7.7.7;3.1.26.4
Q73IW9	2.7.7.6
P11273	2.7.10.1
P50690	1.9.3.1
Q9JH69	2.7.7.48
P12894	3.1.26.4;2.7.7.49;2.7.7.7
P9WEW6	3.4.21.63
Q72CF1	2.7.9.3
P32762	3.5.1.28
P31625	3.6.1.23
P68610	2.7.7.6
P16510	2.7.7.48
A0A2I2F284	1.14.13.9
A8C8J7	3.2.1.18
P03706	3.2.1.17
Q66096	2.7.7.48
Q5AQA6	3.2.1.4
Q2ICQ7	3.2.1.18
P31118	2.1.1.72
O47686	1.9.3.1
P06474	1.17.4.1
P68316	2.7.7.6
Q3TIX9	3.4.19.12
Q8GZ99	2.7.11.1
Q8TTA5	2.1.1.249
P58974	2.1.1.250
P03361	2.7.7.49;2.7.7.7;3.1.26.4
P27462	2.7.7.48
Q7VNG0	2.7.9.3
Q4F8I0	1.2.1.10
Q8JYK1	2.7.7.48
P36968	1.11.1.12
G5EBH1	3.6.3.1
P38110	2.7.11.1
P20492	6.5.1.1
Q9J592	3.1.3.48
P03365	3.1.26.4;2.7.7.49;2.7.7.7;3.6.1.23
Q8V5U0	3.4.22.50
Q04830	3.2.1.129
B3EUQ9	3.2.1.18
O24972	2.7.13.3
P07393	2.7.7.48
Q88261	3.2.1.18
P11079	2.1.1.56;2.7.7.50
G4MY67	2.5.1.58
B1NKS9	2.7.7.48
B8AME2	1.11.1.6
A0A0D4D912	4.2.3.23
Q06886	3.2.1.91
Q8TVM0	2.7.9.3
P17374	3.6.1.23
Q9CAC3	2.7.11.1
Q0A2F7	2.7.7.48
Q7T6X3	3.6.4.13
P0C6V6	3.4.19.12
Q91W90	5.3.4.1
Q4YUZ9	6.5.1.3
G8H5M7	4.2.3.71
P19723	2.7.7.48;3.4.22.44
Q6ZRS2	3.6.4.12
P07717	6.5.1.1
G3V6U9	2.1.1.43
Q306W6	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
P21414	3.1.26.4;2.7.7.49;2.7.7.7
P0C992	6.5.1.1
P14647	2.7.7.48
Q76ZQ8	2.7.7.6
Q37649	1.9.3.1
Q9TTY3	2.4.1.69
A0A3Q0KHE7	2.1.1.125
Q6RZF8	2.7.7.6
Q9VV87	2.3.1.199
Q197F0	2.7.11.1
Q8BFW6	3.6.1.5
W7MLD8	3.5.1.4
Q9IIH4	3.4.22.39
A8PF69	2.8.1.8
P0C983	2.7.7.7
P22591	2.7.7.48;3.6.4.13
P0C6X2	3.4.19.12;3.4.22.69;2.7.7.48;3.6.4.12;3.6.4.13
P20979	2.1.1.56;2.7.7.50;3.1.3.33
P0DTQ2	2.7.1.100
Q8IJA9	3.5.4.4
S3DB74	1.1.1.85
Q05983	3.6.4.13;2.7.7.48
P20430	2.7.7.48
Q5UQC3	1.14.11.4
Q9IFX2	2.7.7.48
Q8DKG0	2.7.13.3
B4YA15	2.5.1.10;2.5.1.1
A0A0H2ZM62	2.7.13.3
P92389	2.7.7.6
Q75N34	4.2.1.1
Q67212	3.2.1.18
O54888	2.7.7.6
Q7IZ14	1.9.3.1
Q69SP5	2.7.11.1
P15054	2.7.10.2
Q0ZS27	4.1.1.25
Q8IKM8	3.4.19.12
B3EWJ0	3.1.27.5
Q3KSP9	3.4.21.97
P36730	3.6.4.12
Q5I139	3.1.3.48
P50758	3.6.4.12
Q82571	2.7.7.48
Q9Z0D3	3.6.1.3
Q59W33	1.1.1.8
Q8BKX6	2.7.11.1
Q8V3U0	3.1.1.53
P36490	4.1.1.39
P62693	3.2.1.17
Q6AL81	2.6.1.83
Q914M3	3.6.4.13
O83372	3.1.26.4
Q85055	2.7.7.48
Q0A2D0	2.7.7.48
P03469	3.2.1.18
Q01681	2.7.7.48;3.4.22.44
Q38RU7	1.9.3.1
E7CIP7	3.1.1.11
P0C6U8	3.4.19.12;3.4.22.69
Q7TNC9	3.1.3.56
O92956	2.7.7.49;2.7.7.7;3.1.26.4
P24486	3.6.1.15
A0A411EW25	2.1.1.125
P13157	2.7.1.21
P10748	2.5.1.19
Q6XUE4	3.2.1.18
Q03053	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
Q0A2H9	2.7.7.48
A0A4P8DJE6	6.3.4.14;6.4.1.2
Q9KM24	2.7.13.3
Q00030	3.6.1.23
P68314	2.7.7.6
A0A1D8PEL1	2.7.1.36
Q2F7J0	3.1.26.4;2.7.7.49;2.7.7.7
P13159	2.7.1.21
Q9HYG7	4.1.2.25
P68296	1.9.3.1
P23426	2.7.7.49;3.1.13.2;3.1.26.13;2.7.7.7;3.6.1.23
Q73368	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
P17763	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
Q7D5F9	3.1.1.1
Q6WNV6	2.1.1.56;2.7.7.50
R9QMR0	4.2.3.111
Q38S50	1.9.3.1
B0Y4X4	2.7.11.24;2.7.11.1
J9VLJ9	1.15.1.1
Q5R746	3.6.4.13
A0A384JDH0	3.2.1.4
P50689	1.9.3.1
P69547	6.5.1.1
Q8QZ73	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
P0CK32	2.7.7.48
Q37873	3.1.22.4
A0AMG8	2.3.1.74
R9QMR4	4.2.3.121;4.2.3.119
Q6XV24	3.2.1.18
A8B479	1.11.2.3
P06819	3.2.1.18
Q65217	3.6.1.52
A0A072UTP9	3.4.22.16
P16006	3.5.4.12
Q77MS0	1.17.4.1
P50687	1.9.3.1
A0A5B8YWJ2	1.10.3.2
P21426	2.7.7.48
P0DOQ5	3.1.3.48
P25059	2.7.7.49;2.7.7.7;3.1.26.4
Q6GZR5	2.7.7.7;3.1.26.4
P35963	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
P18096	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.47
B1NKR1	2.1.1.56;2.7.7.50
P0C942	3.1.1.4
Q2VC92	2.7.7.48
Q59RA2	2.7.8.11
P04587	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
Q4WHW0	2.4.1.15
P18478	2.7.7.48;3.4.22.44
P0CK15	3.4.22.45
Q55E58	2.7.11.1
P0DPI0	3.4.24.69
Q9MYY8	1.8.1.9
Q9Q1T8	2.7.7.48;3.6.4.13
Q5UR74	3.1.3.16;3.1.3.48
Q694A3	1.15.1.1
Q576B8	1.9.3.1
R9QMW5	4.2.3.111
B7MMH5	2.7.1.100
Q91F97	2.7.7.6
Q76RA8	2.7.4.9
P19321	3.4.24.69
Q0PKV7	2.7.12.2
P24433	3.4.21.97
A0A0K3AUJ9	1.11.1.15
Q912W1	3.6.1.3
K5VN09	3.2.1.4
Q3KSU8	3.4.19.12
P26685	1.17.4.1
Q6ZQ93	3.4.19.12
C5H431	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
P27966	2.7.11.1
P08491	3.4.21.90
Q8IJP2	3.4.11.18
A0A0D2Y5A7	2.3.1.12
O47670	1.9.3.1
Q91FE8	1.17.4.1
Q9IZT2	3.6.1.23
Q15X88	4.1.2.14;4.1.3.16
P20331	3.5.1.28
Q9QL88	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
P03555	2.7.7.49
P03367	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
Q7IZ15	1.9.3.1
Q5BEI9	3.2.1.4
P0DSZ7	3.6.1.23
P51518	3.6.1.23
Q30NP8	3.2.1.18
P68546	2.7.7.6
O40619	3.6.4.12
Q9JFE5	2.7.11.1
P64768	5.4.99.5
P28380	4.1.1.39
F2XFA1	4.2.3.120;4.2.3.119
Q9IAX2	1.97.1.10
Q5F5Z6	5.99.1.3
P10381	3.4.22.39
P17402	2.7.1.21
Q32016	4.1.1.39
Q7S8A6	2.1.3.2;6.3.5.5
O33845	2.7.7.7
P0C6K7	2.7.7.48
E7Q9C7	6.3.2.17
P19151	3.4.22.39
A0A0P0ZD79	2.5.1.29
P08543	1.17.4.1
Q848I4	5.3.1.9
S5S833	2.4.1.41
Q91DM0	2.7.7.49
Q9Q2W5	3.2.1.18
P0CAP6	1.17.4.1
Q2Y0E6	2.1.1.56;2.7.7.50
Q98VG9	2.7.7.48;3.6.4.12;3.6.4.13;3.4.19.12
Q91IE0	2.7.7.48
P08617	2.7.7.48;3.6.1.15
Q64751	2.7.7.7
Q24MI3	2.1.1.250
P41295	1.9.3.1
Q5UQ70	2.7.4.13
P00526	2.7.10.2
Q38135	3.5.1.28
P07605	2.7.1.21
G4NH08	2.7.11.26;2.7.11.1
Q91GE3	3.4.22.50
B8K1W2	3.6.3.44
P04936	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
Q98803	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
P00368	1.4.1.3
