query_ID	profile_ID	query_length	profile_length	align_length	query_from	query_to	profile_from	profile_to	profile_proportion	bit_score	e-value	positive_hit_probability	is_best_overlap	found_catalytic_pattern	profile_linked_ECs
Q92UE6	PRI003762	477	     383	     344	     133	     472	      19	     361	     0.9	  318.95	3.5E-106     	0	T	-	1.2.1.3	
Q92UE6	PRI002375	477	     371	     344	     135	     472	      22	     361	    0.92	  272.21	3.3E-88     	0	F	-	1.2.1.8	
Q92UE6	PRI002527	477	     403	     351	     133	     472	      20	     365	    0.86	   221.9	2.1E-68     	0	F	-	1.2.1.5	
Q92UE6	PRI011321	477	     386	     364	     117	     472	       6	     362	    0.92	  218.42	3.3E-67     	0	F	-	1.2.1.79	
Q92UE6	PRI003256	477	     364	     366	     119	     472	       2	     357	    0.98	  192.89	8.4E-58     	0	F	-	1.2.1.27	
Q92UE6	PRI000262	477	     361	     366	     119	     472	       1	     356	    0.99	  190.97	4.2E-57     	0	F	-	1.2.1.27;1.2.1.18	
Q92UE6	PRI002514	477	     363	     349	     134	     472	      19	     359	    0.94	  184.73	1.1E-54     	0	F	-	1.2.1.36	
Q92UE6	PRI003123	477	     374	     367	     117	     472	       8	     366	    0.96	  166.36	1.1E-47     	0	F	-	1.2.1.16	
Q92UE6	PRI002833	477	     372	     335	     137	     448	      21	     333	    0.84	  162.85	2.4E-46     	0	F	-	1.2.1.71	
Q92UE6	PRI003212	477	     365	     370	     117	     465	       2	     353	    0.96	  159.75	3E-45     	0	F	-	1.2.1.22	
Q92UE6	PRI003273	477	     373	     349	     139	     452	      14	     349	     0.9	  154.92	1.9E-43     	0	F	-	1.5.1.12	
Q92UE6	PRI002542	477	     360	     352	     136	     471	      18	     356	    0.94	  152.45	1.3E-42     	0	F	-	1.2.1.24	
Q92UE6	PRI002403	477	     366	     346	     122	     455	      10	     345	    0.92	  151.24	4.9E-42     	0	F	-	1.5.1.6	
Q92UE6	PRI012658	477	     364	     398	     114	     456	       2	     342	    0.94	  130.46	1.7E-34     	0	F	-	1.2.1.67	
Q92UE6	PRI002765	477	     368	     380	     133	     472	      14	     356	    0.93	  128.56	9.6E-34     	0	F	-	1.2.1.19	
Q92UE6	PRI014013	477	     344	     366	     133	     462	       6	     333	    0.95	  127.74	1.1E-33     	0	F	-	1.2.1.83	
Q92UE6	PRI002346	477	     366	     339	     134	     455	      26	     345	    0.87	  122.77	8.9E-32     	0	F	-	1.2.1.39	
Q92UE6	PRI003573	477	     356	     328	     119	     416	       1	     297	    0.83	   118.1	4.2E-30     	0	F	-	1.2.1.21;1.2.1.22	
Q92UE6	PRI200277	477	     358	     342	     136	     448	      22	     331	    0.87	  114.24	8.8E-29     	0	F	-	(1.2.1.4)	
Q92UE6	PRI014008	477	     348	     357	     135	     460	      15	     334	    0.92	  103.48	5.1E-25     	0	F	-	1.2.1.86	
Q92UE6	PRI003700	477	     363	     325	     135	     410	      23	     297	    0.76	    95.8	2.3E-22     	0	F	-	1.2.1.65	
Q92UE6	PRI004910	477	     368	     382	     135	     470	      25	     365	    0.93	   93.86	1.3E-21     	0	F	-	1.2.1.32	
Q92UE6	PRI003373	477	     346	     378	     135	     472	       5	     338	    0.97	   92.74	2.2E-21     	0	F	-	1.2.1.9	
Q92UE6	PRI014010	477	     348	     280	     135	     471	       4	     342	    0.74	  120.28	1.6E-20     	0	F	-	1.2.1.85	
Q92UE6	PRI003750	477	     372	     361	     135	     472	      22	     360	    0.91	   82.67	7.8E-18     	0	F	-	1.2.1.47;1.2.1.3	
Q92UE6	PRI012656	477	     354	     200	     144	     325	      32	     210	    0.51	   82.31	8.8E-18     	0	F	-	1.2.1.73	
Q92UE6	PRI002966	477	     344	     367	     135	     457	       1	     318	    0.92	   74.58	2.4E-15     	0	F	-	1.2.1.28	
Q92UE6	PRI212653	477	     100	      96	      16	     111	       1	      95	    0.95	   55.55	1.6E-10     	0	T	-	(1.2.1.79)	
Q92UE6	PRI212736	477	      98	      77	      40	     116	      22	      98	    0.79	   54.35	4.4E-10     	0	F	-	(1.2.1.24)	
Q92UE6	PRI012735	477	     353	     279	     119	     456	       1	     335	    0.73	    87.6	7.2E-10     	0	F	-	1.2.1.24;1.2.1.26	
Q92UE6	PRI212601	477	     102	      96	      21	     112	       5	      99	    0.93	      52	3.4E-9     	0	F	-	(1.2.1.8)	
Q92UE6	PRI003707	477	     348	     177	     137	     294	       4	     164	    0.46	   54.21	1.2E-8     	0	F	-	1.2.1.8;1.2.1.3;1.2.1.31	
Q92UE6	PRI212608	477	      99	      94	      21	     112	       4	      96	    0.94	   50.15	1.3E-8     	0	F	-	(1.2.1.3)	
Q92UE6	PRI013051	477	     345	     159	     146	     301	      28	     182	    0.45	   52.28	5.3E-8     	0	F	-	1.1.1.257	
Q92UE6	PRI212657	477	      87	      56	      36	      91	      18	      73	    0.64	   47.49	8.6E-8     	0	F	-	(1.2.1.71)	
Q92UE6	PRI207196	477	     344	     147	     144	     282	      20	     164	    0.42	   48.85	6E-7     	0	F	-	(1.5.99.8)	
Q92UE6	PRI212909	477	     101	      74	      20	      92	       3	      76	    0.73	   44.82	1.1E-6     	0	F	-	(1.5.1.12)	
Q92UE6	PRI212733	477	      95	      92	      22	     112	       5	      94	    0.95	   43.13	3.7E-6     	0	F	-	(1.2.1.27)	
Q92UE6	PRI012755	477	      96	      75	      39	     112	      21	      94	    0.77	   41.98	9.4E-6     	0	F	-	1.2.1.27;1.2.1.18	
Q92UE6	PRI212756	477	      99	      78	      36	     113	      20	      97	    0.79	   38.21	2E-4     	0	F	-	(1.2.1.16)	
Q92UE6	PRI212754	477	      98	      88	      26	     112	       8	      95	     0.9	   37.37	3.6E-4     	0	F	-	(1.2.1.19)	
Q92UE6	PRI002380	477	     390	     373	     137	     462	      28	     347	    0.82	   38.89	8.6E-4     	0	F	-	1.2.1.68	
Q92UE6	PRI212603	477	     104	     100	      18	     113	       1	     100	    0.96	   36.28	1.2E-3     	0	F	-	(1.2.1.5)	
Q92UE6	PRI012716	477	      97	      19	      81	      99	      63	      81	     0.2	   30.39	1.1E-1     	0.004	F	-	1.2.1.8;1.2.1.3;1.2.1.31	
Q92UE6	PRI214011	477	      94	      53	      30	      80	      12	      60	    0.52	   30.02	1.4E-1     	0	F	-	(1.2.1.85)	
Q92UE6	PRI212600	477	      97	      62	      46	     106	      29	      89	    0.63	   29.43	2.7E-1     	0	F	-	(1.2.1.9)	
Q92UE6	PRI000328	477	     470	      61	      62	     122	     122	     180	    0.13	   30.83	3.4E-1     	0	F	-	2.7.1.146	
Q92UE6	PRI012609	477	     287	      64	     137	     195	       4	      62	    0.21	   29.27	8.4E-1     	0	F	-	1.2.1.3	
Q92VL3	PRI001022	360	     437	      47	     277	     319	     289	     334	    0.11	   32.07	1.1E-1     	0	T	-	2.3.1.15	
Q92VL3	PRI001841	360	     319	     114	      52	     159	      37	     147	    0.35	    31.6	1.4E-1     	0	T	-	1.1.1.18	
Q92UY3	PRI000010	426	     358	      84	      87	     163	       4	      74	     0.2	   29.65	6.9E-1     	0	T	-	1.1.1.85	
Q92UY2	PRI002208	313	     313	     314	       8	     308	       5	     313	    0.99	  127.46	2.9E-35     	0	T	-	2.7.1.4	
Q92UY2	PRI002206	313	     328	     167	     157	     309	     168	     328	    0.49	   65.16	1.2E-12     	0	F	-	2.7.1.45	
Q92UY2	PRI001584	313	     275	     125	     176	     284	     128	     252	    0.45	   53.61	6.6E-9     	0	F	-	2.7.1.35	
Q92UY2	PRI002207	313	     334	     298	      44	     307	      47	     333	    0.86	    46.4	1.9E-6     	0	F	-	2.7.1.15	
Q92UY2	PRI005880	313	      93	      26	     201	     226	      36	      61	    0.28	   28.04	4.4E-1     	0.001	F	-	3.1.2.14;2.3.1.39;2.3.1.38;4.2.1.59;1.3.1.10;1.1.1.100;2.3.1.41;2.3.1.85	
Q92QY5	PRI003456	308	     311	     310	       1	     306	       2	     311	       1	  327.62	4.1E-113     	0.137	T	-	1.1.1.48	
Q92QY5	PRI012639	308	     307	     298	       9	     306	      10	     307	    0.97	  310.97	1.1E-106     	0.023	F	-	1.1.1.46;1.1.1.120;1.1.1.48	
Q92QY5	PRI000630	308	     516	      67	     154	     220	     230	     290	    0.12	    33.3	3.5E-2     	0	F	-	1.1.2.4	
Q92QY5	PRI003454	308	     272	      70	      80	     146	      85	     151	    0.25	   30.56	2.1E-1     	0	F	-	1.1.1.179;1.3.1.20	
Q92QY5	PRI001344	308	     278	      83	      85	     152	      67	     149	     0.3	   30.37	2.1E-1     	0.006	F	-	1.3.3.3	
Q92QY5	PRI001370	308	     228	      50	      17	      59	      33	      82	    0.22	   28.58	8E-1     	0	F	-	3.1.1.11	
Q92QY5	PRI207308	308	     230	      86	       5	      88	     115	     195	    0.35	   28.48	8.9E-1     	0	F	-	(2.7.1.33)	
Q92RW4	PRI003256	498	     364	     355	     130	     484	      11	     364	    0.97	  460.21	1.5E-161     	0.418	T	-	1.2.1.27	
Q92RW4	PRI000262	498	     361	     353	     130	     482	      10	     361	    0.98	  444.81	1.7E-155     	0.316	F	-	1.2.1.27;1.2.1.18	
Q92RW4	PRI003762	498	     383	     353	     133	     479	      17	     363	    0.91	  208.01	4.3E-63     	0	F	-	1.2.1.3	
Q92RW4	PRI002375	498	     371	     360	     134	     479	      19	     363	    0.93	  189.78	3.1E-56     	0	F	-	1.2.1.8	
Q92RW4	PRI011321	498	     386	     374	     133	     473	      21	     365	    0.89	  127.51	3.4E-33     	0	F	-	1.2.1.79	
Q92RW4	PRI002527	498	     403	     347	     139	     467	      24	     358	    0.83	  113.65	3.1E-28     	0	F	-	1.2.1.5	
Q92RW4	PRI003123	498	     374	     369	     134	     465	      24	     357	    0.89	  101.65	3.7E-24     	0	F	-	1.2.1.16	
Q92RW4	PRI212733	498	      95	      92	      23	     114	       3	      94	    0.97	   92.43	1.3E-23     	0.005	T	-	(1.2.1.27)	
Q92RW4	PRI012755	498	      96	      94	      23	     116	       3	      96	    0.98	   91.67	3.1E-23     	0.006	F	-	1.2.1.27;1.2.1.18	
Q92RW4	PRI003273	498	     373	     285	     129	     398	       2	     285	    0.76	   96.75	1.6E-22     	0	F	-	1.5.1.12	
Q92RW4	PRI003212	498	     365	     298	     137	     419	      20	     303	    0.78	   93.88	1.2E-21     	0	F	-	1.2.1.22	
Q92RW4	PRI003373	498	     346	     301	     137	     419	       5	     280	     0.8	   82.73	6.8E-18     	0	F	-	1.2.1.9	
Q92RW4	PRI002514	498	     363	     276	     139	     388	      23	     273	    0.69	   81.11	2.3E-17     	0	F	-	1.2.1.36	
Q92RW4	PRI002765	498	     368	     278	     137	     391	      16	     273	     0.7	   81.18	2.3E-17     	0	F	-	1.2.1.19	
Q92RW4	PRI002346	498	     366	     148	     139	     410	      30	     297	    0.39	  105.71	7.9E-16     	0	F	-	1.2.1.39	
Q92RW4	PRI002542	498	     360	     358	     138	     459	      18	     341	     0.9	   70.02	1.2E-13     	0	F	-	1.2.1.24	
Q92RW4	PRI003750	498	     372	     101	     134	     228	      19	     113	    0.26	   60.71	1.1E-10     	0	F	-	1.2.1.47;1.2.1.3	
Q92RW4	PRI212601	498	     102	      97	      23	     115	       4	     100	    0.95	   52.77	1.7E-9     	0	F	-	(1.2.1.8)	
Q92RW4	PRI014010	498	     348	     144	     134	     265	       1	     134	    0.39	   55.71	4.1E-9     	0	F	-	1.2.1.85	
Q92RW4	PRI212608	498	      99	      93	      24	     114	       4	      96	    0.94	   50.92	7.2E-9     	0	F	-	(1.2.1.3)	
Q92RW4	PRI002833	498	     372	     286	     148	     403	      30	     284	    0.69	   52.69	4.8E-8     	0	F	-	1.2.1.71	
Q92RW4	PRI004910	498	     368	     142	     134	     263	      22	     151	    0.35	   50.72	1.9E-7     	0	F	-	1.2.1.32	
Q92RW4	PRI014013	498	     344	     132	     136	     262	       7	     134	    0.37	   50.31	2E-7     	0	F	-	1.2.1.83	
Q92RW4	PRI200277	498	     358	     275	     134	     387	      18	     267	     0.7	   47.99	1.2E-6     	0	F	-	(1.2.1.4)	
Q92RW4	PRI212657	498	      87	      72	      24	      93	       4	      73	     0.8	   42.86	3.3E-6     	0	F	-	(1.2.1.71)	
Q92RW4	PRI002966	498	     344	     229	     137	     452	       1	     309	     0.6	   75.21	6.6E-6     	0	F	-	1.2.1.28	
Q92RW4	PRI212653	498	     100	      80	      24	     103	       6	      85	     0.8	   42.07	9.6E-6     	0	F	-	(1.2.1.79)	
Q92RW4	PRI012658	498	     364	     364	     135	     459	      21	     341	    0.88	   42.63	7.6E-5     	0	F	-	1.2.1.67	
Q92RW4	PRI212909	498	     101	      82	      25	     104	       5	      86	    0.81	   39.42	8E-5     	0	F	-	(1.5.1.12)	
Q92RW4	PRI014008	498	     348	     188	     137	     459	      15	     330	    0.49	   69.83	3E-4     	0	F	-	1.2.1.86	
Q92RW4	PRI002403	498	     366	      97	     137	     229	      24	     117	    0.26	    40.3	3.2E-4     	0	F	-	1.5.1.6	
Q92RW4	PRI012735	498	     353	      94	     139	     229	      19	     110	    0.26	   35.33	1.5E-2     	0	F	-	1.2.1.24;1.2.1.26	
Q92RW4	PRI003573	498	     356	      65	     141	     204	      21	      84	    0.18	   34.51	2.4E-2     	0	F	-	1.2.1.21;1.2.1.22	
Q92RW4	PRI012656	498	     354	     241	     146	     345	      32	     228	    0.56	   34.55	2.5E-2     	0	F	-	1.2.1.73	
Q92RW4	PRI207196	498	     344	     298	     146	     398	      20	     280	    0.76	   34.21	2.6E-2     	0	F	-	(1.5.99.8)	
Q92RW4	PRI212756	498	      99	      83	      25	     103	       7	      85	     0.8	   32.04	3.1E-2     	0	F	-	(1.2.1.16)	
Q92RW4	PRI212754	498	      98	      45	      23	      67	       3	      47	    0.46	   31.21	6.7E-2     	0	F	-	(1.2.1.19)	
Q92RW4	PRI000129	498	     256	      45	     440	     484	     165	     207	    0.17	   29.04	9.9E-1     	0	F	-	3.8.1.9	
Q92RS3	PRI000630	479	     516	     492	      19	     470	      27	     515	    0.95	  197.78	5.3E-58     	0.003	T	-	1.1.2.4	
Q92RS3	PRI002910	479	     592	     222	      53	     268	     133	     353	    0.37	   51.79	1E-7     	0	F	-	2.5.1.26	
Q92RS3	PRI000939	479	     308	     154	      60	     200	      18	     157	    0.45	    30.5	3.5E-1     	0	F	-	1.1.1.158	
Q92RS2	PRI000630	405	     516	     222	      93	     288	     155	     372	    0.42	    54.1	1.4E-8     	0	T	-	1.1.2.4	
Q92RS2	PRI002910	405	     592	     161	      31	     183	     166	     316	    0.26	   49.86	3.5E-7     	0	F	-	2.5.1.26	
Q92RS2	PRI001060	405	     313	      34	     161	     194	     149	     182	    0.11	   30.08	4.6E-1     	0.001	F	-	3.2.2.8	
Q92RS1	PRI000928	443	      95	      15	      36	      50	      81	      95	    0.16	   32.56	1.5E-2     	0	T	-	1.6.5.3	
Q92RS1	PRI002296	443	     161	      84	      29	     103	      11	      78	    0.42	   33.35	2.1E-2     	0.001	F	-	1.8.98.1	
Q92RS1	PRI000922	443	     236	      96	      20	     104	     130	     220	    0.39	   32.51	6.7E-2     	0	F	-	1.3.99.1	
Q92RS1	PRI009107	443	     628	      20	     124	     143	     529	     548	    0.03	   32.09	1.3E-1     	0	T	-	3.6.4.13	
Q92RS1	PRI000926	443	      93	      66	      37	     100	      39	      92	    0.58	   29.96	1.5E-1     	0	F	-	1.6.99.5	
Q92RS1	PRI014245	443	     335	      14	      37	      50	     232	     245	    0.04	   31.11	2.1E-1     	0	F	-	1.97.1.3	
Q92RS1	PRI001312	443	     444	     126	      29	     148	      32	     134	    0.23	   31.36	2.3E-1     	0	F	-	1.12.7.2	
Q92RS1	PRI000929	443	      90	      13	      37	      49	      78	      90	    0.14	   29.05	2.4E-1     	0	F	-	1.6.99.3;1.6.5.3	
Q92RS1	PRI000788	443	    1084	      74	     101	     171	     907	     973	    0.06	   30.45	4.6E-1     	0	F	-	2.7.7.7	
Q92RS1	PRI000926	443	      93	      14	      37	      50	      80	      93	    0.15	   27.65	7.3E-1     	0	F	-	1.6.99.5	
Q92SI0	PRI001060	314	     313	     305	       5	     309	       4	     304	    0.96	  161.43	4.7E-48     	0.027	T	-	3.2.2.8	
Q92SI0	PRI002981	314	     335	     298	       6	     281	       5	     300	    0.88	  155.67	1.3E-45     	0.002	F	-	3.2.2.3	
Q92S14	PRI001054	430	     418	     296	      21	     281	       4	     286	    0.68	   39.91	4.5E-4     	0.002	T	-	5.3.1.14	
Q92S14	PRI008694	430	    1170	      63	     185	     244	     592	     651	    0.05	   30.02	7.5E-1     	0	F	-	3.1.21.3	
Q92S13	PRI000103	699	     131	     139	     435	     553	       2	     121	    0.92	   53.72	2.3E-9     	0	T	-	1.1.1.53	
Q92S13	PRI011299	699	     124	     119	     438	     556	       1	     114	    0.92	   52.31	5.8E-9     	0	F	-	1.1.1.107	
Q92S13	PRI212673	699	     116	     134	     569	     692	       1	     114	    0.98	   49.94	3.7E-8     	0	T	-	(1.1.1.10)	
Q92S13	PRI000091	699	     135	     100	     435	     526	       1	      93	    0.69	   48.47	1.8E-7     	0	F	-	1.1.1.62	
Q92S13	PRI012744	699	     125	     102	     438	     533	       3	      97	    0.76	   46.89	5.4E-7     	0	F	-	1.1.1.304	
Q92S13	PRI000115	699	     115	     126	     569	     692	       3	     112	    0.96	   46.44	5.9E-7     	0	F	-	1.1.1.100	
Q92S13	PRI012888	699	     138	      96	     434	     525	       2	      95	    0.68	   43.93	5.9E-6     	0	F	-	1.1.1.100	
Q92S13	PRI000084	699	     157	     105	     437	     529	       5	     106	    0.65	   44.29	6.4E-6     	0	F	-	1.1.1.35	
Q92S13	PRI000100	699	     144	      32	     437	     468	       4	      35	    0.22	   43.04	1.6E-5     	0	F	-	1.1.1.178;1.1.1.35	
Q92S13	PRI213034	699	     121	     126	     579	     692	      14	     119	    0.88	   39.86	1.3E-4     	0	F	-	(1.1.1.269)	
Q92S13	PRI210192	699	     115	     128	     568	     693	       1	     115	       1	    39.1	1.8E-4     	0	F	-	(1.1.1.184)	
Q92S13	PRI212791	699	     124	     127	     568	     678	       2	     108	    0.86	   39.18	2.5E-4     	0	F	-	(1.3.1.28)	
Q92S13	PRI213075	699	     117	      56	     569	     619	       1	      51	    0.44	   38.32	4.2E-4     	0	F	-	(1.1.1.236)	
Q92S13	PRI012637	699	     131	     143	     435	     558	       2	     125	    0.95	   38.24	5.2E-4     	0	F	-	1.1.1.47	
Q92S13	PRI012650	699	     134	      93	     438	     525	       1	      91	    0.68	   37.61	8.7E-4     	0	F	-	1.1.1.36	
Q92S13	PRI000108	699	     143	      99	     431	     521	       9	      92	    0.59	   37.77	1E-3     	0	F	-	1.1.1.233	
Q92S13	PRI003381	699	     125	     101	     435	     525	       2	      87	    0.69	   37.09	1.4E-3     	0	F	-	1.1.1.51	
Q92S13	PRI212834	699	     122	      31	     589	     619	      31	      61	    0.25	   36.91	1.4E-3     	0	F	-	(1.1.1.138)	
Q92S13	PRI000092	699	     140	     110	     434	     535	       2	     103	    0.73	   37.32	1.5E-3     	0	F	-	1.1.1.184	
Q92S13	PRI000101	699	     131	      40	     435	     474	       3	      42	    0.31	   37.11	1.5E-3     	0	F	-	1.3.1.58	
Q92S13	PRI003266	699	     130	     101	     435	     525	       3	      88	    0.66	    35.9	3.5E-3     	0	F	-	1.3.1.19	
Q92S13	PRI003865	699	     124	      99	     437	     525	       1	      85	    0.69	   35.53	4.4E-3     	0	F	-	1.1.1.295	
Q92S13	PRI002429	699	     122	     113	     438	     525	       1	      88	    0.72	   34.93	6.2E-3     	0	F	-	1.1.1.141	
Q92S13	PRI000081	699	     128	      47	     434	     478	       1	      45	    0.35	   34.38	1E-2     	0	F	-	1.1.1.69	
Q92S13	PRI212745	699	     128	      95	     440	     527	       3	      90	    0.69	   34.36	1.2E-2     	0	F	-	(1.1.1.304)	
Q92S13	PRI008174	699	     145	      31	     184	     214	      88	     118	    0.21	   34.68	1.3E-2     	0	T	-	4.2.1.109	
Q92S13	PRI012707	699	     132	      34	     435	     465	       3	      35	    0.25	   33.99	1.8E-2     	0	F	-	1.1.1.326	
Q92S13	PRI012000	699	     354	      31	     452	     476	      75	     105	    0.09	   34.93	2.5E-2     	0	F	-	2.6.1.92	
Q92S13	PRI213010	699	     114	      28	     592	     619	      28	      55	    0.25	   33.02	2.6E-2     	0	F	-	(1.1.1.289)	
Q92S13	PRI003027	699	     127	      43	     435	     477	       3	      42	    0.31	   33.22	2.7E-2     	0	F	-	1.1.1.14	
Q92S13	PRI001778	699	     384	      74	     445	     516	     180	     253	    0.19	   35.01	2.9E-2     	0	F	-	1.4.1.20	
Q92S13	PRI012779	699	     133	      33	     435	     467	       1	      33	    0.25	   32.45	6.2E-2     	0	F	-	1.3.1.38	
Q92S13	PRI012792	699	     135	     108	     437	     527	       4	      95	    0.68	   32.16	7.8E-2     	0	F	-	1.3.1.25	
Q92S13	PRI208491	699	     103	      14	     514	     527	      77	      90	    0.14	   31.28	8.2E-2     	0	F	-	(1.1.1.248)	
Q92S13	PRI212889	699	     115	      32	     438	     469	       1	      32	    0.28	   31.43	9E-2     	0	F	-	(1.1.1.100)	
Q92S13	PRI000095	699	     119	      97	     599	     692	      36	     118	     0.7	   31.54	9E-2     	0	F	-	1.3.1.9	
Q92S13	PRI000861	699	     442	      44	     435	     477	     232	     274	     0.1	   33.17	9.8E-2     	0	F	-	3.3.1.1	
Q92S13	PRI000078	699	     135	     109	     434	     527	       1	      95	     0.7	   31.36	1.5E-1     	0	F	-	1.1.1.289	
Q92S13	PRI200093	699	     110	      21	     599	     619	      30	      50	    0.19	   30.69	1.8E-1     	0	F	-	(1.5.1.33)	
Q92S13	PRI210567	699	     145	     102	     437	     525	       5	     102	    0.68	    31.1	1.9E-1     	0	F	-	(4.2.1.119)	
Q92S13	PRI014061	699	     131	     101	     436	     532	       1	      97	    0.74	   30.25	3.2E-1     	0	F	-	1.1.1.330	
Q92S13	PRI010152	699	     127	      29	     441	     469	       6	      34	    0.23	   30.04	3.6E-1     	0	F	-	5.1.3.2	
Q92S13	PRI002936	699	     130	      35	     434	     468	       4	      38	    0.27	   29.77	4.3E-1     	0	F	-	1.1.1.56	
Q92S13	PRI210576	699	     113	      12	     514	     525	      79	      90	    0.11	   29.39	4.6E-1     	0	F	-	(1.3.1.82)	
Q92S13	PRI213056	699	     116	      27	     593	     619	      27	      53	    0.23	   29.46	4.7E-1     	0	F	-	(1.1.1.250)	
Q92S13	PRI210231	699	     146	      12	     514	     525	      79	      90	    0.08	   29.47	7E-1     	0	F	-	(1.1.1.208)	
Q92S13	PRI212878	699	     116	      29	     664	     692	      85	     113	    0.25	   28.75	8.2E-1     	0	F	-	(1.1.1.107)	
Q92S13	PRI012726	699	     127	      20	     443	     462	      10	      29	    0.16	   28.95	8.5E-1     	0	F	-	1.1.1.311	
Q92S13	PRI000112	699	     150	      51	     437	     487	       5	      55	    0.34	   29.08	9.8E-1     	0	F	-	1.1.1.102	
Q92TD9	PRI000449	501	     402	     384	     106	     479	       5	     387	    0.95	  211.53	3.6E-64     	0.002	T	-	4.2.1.42	
Q92TD9	PRI000450	501	     388	     355	     105	     456	       3	     350	     0.9	  169.91	1.4E-48     	0.001	F	-	4.2.1.7	
Q92TD9	PRI012502	501	     391	     398	     103	     487	       4	     379	    0.96	   89.81	4.5E-20     	0	F	-	4.4.1.24	
Q92TD9	PRI012501	501	      63	      48	      33	      80	      11	      58	    0.76	   45.27	2.7E-7     	0.009	T	-	4.4.1.24	
Q92TD9	PRI212500	501	      58	      42	      38	      79	      14	      55	    0.72	   43.22	1.5E-6     	0.014	F	-	(4.2.1.7)	
Q92TD9	PRI012438	501	     267	      75	     391	     447	      77	     147	    0.27	   29.52	8.9E-1     	0	F	-	3.7.1.14	
Q92SZ5	PRI012058	294	     294	     281	       4	     283	       3	     283	    0.96	  139.92	3E-40     	0.002	T	-	2.7.1.8	
Q92SZ5	PRI000727	294	     260	     236	       6	     218	       3	     237	     0.9	   39.71	1.9E-4     	0.001	F	-	2.7.1.59	
Q92SZ5	PRI003320	294	     299	      53	     207	     258	     179	     228	    0.17	   32.51	4.9E-2     	0	F	-	1.16.1.5;1.2.1.51	
Q92S06	PRI001053	462	     474	     192	      82	     262	      85	     266	    0.38	   40.91	2.2E-4     	0	T	-	2.7.1.5	
Q92S06	PRI001049	462	     470	     112	     161	     259	     170	     267	    0.21	   30.42	4.4E-1     	0	F	-	2.7.1.51	
P58350	PRI001238	410	     376	     384	      43	     406	       1	     376	       1	   317.3	1.6E-106     	1	T	-	2.6.1.1	
P58350	PRI010455	410	     371	     381	      43	     402	       1	     367	    0.99	  226.61	2E-71     	0	F	-	2.6.1.1;2.6.1.78;2.6.1.79	
P58350	PRI003678	410	     395	     410	      43	     402	       1	     392	    0.99	   96.25	1.3E-22     	0	F	-	2.6.1.83	
P58350	PRI012340	410	     355	     298	      49	     315	       4	     267	    0.74	   91.01	6.2E-21     	0	F	-	2.6.1.84	
P58350	PRI003465	410	     396	     295	      46	     308	       4	     281	     0.7	   77.39	3.6E-16     	0	F	-	2.6.1.7;4.4.1.13	
P58350	PRI001277	410	     342	     261	      78	     325	      35	     274	     0.7	   69.66	8.1E-14     	0	F	-	2.6.1.9	
P58350	PRI001279	410	     410	     247	      43	     259	       1	     245	     0.6	   61.07	8E-11     	0	F	-	2.6.1.7	
P58350	PRI008333	410	     398	     262	      46	     282	       4	     252	    0.63	   51.16	9.3E-8     	0	F	-	2.6.1.63;2.6.1.7;4.4.1.13	
P58350	PRI001262	410	     415	     302	      46	     292	       4	     277	    0.66	    51.2	9.4E-8     	0	F	-	2.6.1.64;2.6.1.7;4.4.1.13	
P58350	PRI003803	410	     407	     267	     161	     379	     126	     378	    0.62	   47.37	1.9E-6     	0	F	-	2.6.1.2	
P58350	PRI002982	410	     371	     101	     107	     191	      53	     141	    0.24	   36.79	3.2E-3     	0	F	-	4.4.1.14	
P58350	PRI010651	410	     375	      57	     124	     176	      73	     124	    0.14	   36.79	3.3E-3     	0	F	-	2.6.1.87	
P58350	PRI013906	410	     357	      55	     124	     175	      74	     124	    0.14	   34.16	2.3E-2     	0	F	-	2.6.1.98	
P58350	PRI011782	410	     399	      20	     360	     379	     340	     359	    0.05	   32.52	7.7E-2     	0	F	-	2.6.1.1	
P58350	PRI012409	410	     420	     290	     114	     378	     114	     377	    0.63	   31.92	1.4E-1     	0	F	-	2.6.1.17	
UPI00049A49C0	PRI003256	499	     364	     365	     121	     485	       2	     364	       1	  479.86	3E-169     	0.57	T	-	1.2.1.27	
UPI00049A49C0	PRI000262	499	     361	     363	     121	     483	       1	     361	       1	  457.52	1.5E-160     	0.409	F	-	1.2.1.27;1.2.1.18	
UPI00049A49C0	PRI003762	499	     383	     353	     133	     480	      17	     363	    0.91	  209.16	1.6E-63     	0	F	-	1.2.1.3	
UPI00049A49C0	PRI002375	499	     371	     348	     134	     460	      19	     345	    0.88	  195.56	1.6E-58     	0	F	-	1.2.1.8	
UPI00049A49C0	PRI011321	499	     386	     356	     138	     477	      26	     361	    0.87	  141.77	3.2E-38     	0	F	-	1.2.1.79	
UPI00049A49C0	PRI003123	499	     374	     353	     137	     472	      27	     356	    0.88	   123.6	7.4E-32     	0	F	-	1.2.1.16	
UPI00049A49C0	PRI002527	499	     403	     336	     139	     457	      24	     346	     0.8	  113.27	4.6E-28     	0	F	-	1.2.1.5	
UPI00049A49C0	PRI212733	499	      95	      93	      22	     114	       2	      94	    0.98	  102.83	2.6E-27     	0.099	T	-	(1.2.1.27)	
UPI00049A49C0	PRI012755	499	      96	      95	      22	     116	       2	      96	    0.99	  100.92	1.4E-26     	0.053	F	-	1.2.1.27;1.2.1.18	
