P13559	3.2.1.17
Q89940	2.1.1.45
Q775Q3	2.7.7.6
P15736	2.1.1.56;2.7.7.50
P10439	3.2.1.17
P19762	3.2.1.18
Q32663	4.1.1.39
F6M8I0	4.2.3.112
P12366	2.7.7.50
Q9PTU8	3.4.21.74
Q865R2	1.11.1.9
P05400	2.7.7.49
Q6GZN7	1.8.3.2
Q8SPN4	3.1.27.5
G4NDR3	2.7.11.1;2.7.11.25
A0A2R6XIK6	2.7.11.1
P69520	1.17.4.1
P21087	2.7.7.6
Q7TD08	2.7.7.49
Q9YJW2	3.4.22.45
Q9VHX7	2.3.1.199
Q2RXI0	5.3.1.23
Q6PWU2	4.2.3.111
A0A1D8PU51	1.6.5.3;1.6.99.3
O98668	4.1.1.39
P09732	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
B8YB62	2.7.7.6
P03158	2.7.7.49;2.7.7.7;3.1.26.4
Q07578	3.2.1.18
Q91CL9	3.4.22.50
P0C8G2	2.7.4.9
P0C676	2.7.7.49;2.7.7.7;3.1.26.4
Q0A2R1	3.2.1.18
Q9T1X2	3.2.1.17
O64362	3.2.1.17
P72581	5.4.99.20
Q85431	2.7.7.48
Q69BK1	1.10.2.2
P18029	2.1.2.8
Q67KE7	1.21.4.2
Q2XSC5	4.2.3.26
Q6Q252	3.1.1.32
O47701	1.9.3.1
A0A1D6NER6	2.1.1.103
P22602	3.4.22.45
F2XFA8	4.2.3.119;4.2.3.120
P21603	2.7.7.6
Q7IC90	1.9.3.1
Q2TXF0	2.7.8.7;1.1.1.100;2.3.1.41;2.3.1.86
Q5I128	3.1.3.48
A7U6F1	2.7.7.7
Q05989	4.1.1.39
O18498	3.2.1.113
P0CK12	3.4.22.45
A0A482A9N4	3.2.1.4
Q9W4C3	3.4.19.12
F4JWT7	2.1.1.37
Q658G7	2.7.11.1
P64798	4.2.1.1
P84788	3.4.21.74
A0A1S3Z5Y0	2.7.11.24
F4ZGF2	2.1.1.6
Q5UQW2	3.6.1.52
Q89576	3.6.4.13
Q8DPL8	2.7.13.3
P28936	3.4.21.97
P00917	4.2.1.1
O64308	2.7.7.48
Q17745	1.8.1.9
B2KX91	1.1.1.34
H2QII6	5.2.1.8
Q07FH7	2.7.7.48
A8C8K2	2.7.7.48
Q9JH49	3.6.4.12
Q37718	1.9.3.1
Q67214	3.2.1.18
Q9JLT4	1.8.1.9
K9Y645	4.2.3.114;4.2.3.115
Q8I4S1	2.7.4.9
D9XF46	4.2.1.3
P29324	2.7.7.48
Q9ILI6	2.7.7.48
B1NKR1	2.1.1.56;2.7.7.50
D3YXJ0	2.7.1.107
P0DOF6	3.2.1.18
P00969	6.5.1.1
O92815	3.1.26.4;2.7.7.49;2.7.7.7
P20656	3.2.2.22
P89446	2.7.1.21
O71189	2.7.7.48;3.6.4.13
Q38SQ5	3.2.1.18
Q9Q9G3	3.1.1.53
P24389	1.97.1.10
Q7T6X9	5.99.1.2
P28891	3.4.24.72
B9VUU3	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
I1RFN8	3.1.1.3
A0A2H5AIZ1	2.3.1.133
Q6XTN2	3.2.1.18
Q08II5	2.7.7.48
Q74MA4	3.6.4.12;5.99.1.3
Q9DLD3	2.1.1.56;2.7.7.48
W5AWH5	4.2.1.19;3.1.3.15
Q8I566	2.1.2.1
Q9Y8B8	1.11.1.15
Q9IAX2	1.97.1.10
Q9Q927	3.6.4.13
O90370	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
Q4YUZ9	6.5.1.3
Q99MD6	1.8.1.9
P17283	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
Q66474	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
P56591	1.14.14.1
P13840	2.7.7.48
A0A0H3MFZ3	2.7.8.11
P16511	2.7.7.48
Q3KSU5	1.17.4.1
A0A0B5L585	1.1.1.205
Q6XV26	3.2.1.18
Q8JL90	2.7.7.6
K4CJJ1	1.13.11.51
Q3U0P5	3.6.1.6
Q83034	2.7.7.48
O54857	3.1.3.67;3.1.3.48;3.1.3.16
P05080	2.7.7.48;3.6.4.13
Q32G86	3.5.1.96
O72539	2.7.7.7
P28887	2.1.1.56;2.7.7.48
Q8AY81	3.4.21.74
Q67925	2.7.7.49;2.7.7.7;3.1.26.4
A7J398	2.7.7.48
O44111	1.7.3.3
O14686	2.1.1.43
P33801	2.7.11.1
Q732F6	6.3.2.9
P03361	2.7.7.49;2.7.7.7;3.1.26.4
P04584	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.47
Q5Y4Q4	1.9.3.1
A0A166U5H3	2.1.1.69
P62463	3.6.1.27
E1WKT5	2.1.3.9
Q26547	3.1.2.6
P21967	2.7.7.6
P15095	2.7.7.48;3.6.4.13
P11640	2.7.7.48
P06221	2.7.7.6
P50691	1.9.3.1
Q672I1	2.7.7.48;3.6.1.15;3.4.22.66
Q6QT07	1.13.11.71
A0A7H0DNE6	6.5.1.1
Q8JSP9	3.1.1.53
Q9QNF7	2.7.1.21
P42487	2.7.7.6
O36966	2.7.7.48
Q74FK1	2.7.9.3
Q9W354	2.7.11.24;2.7.11.1
Q69151	3.6.1.23
G4VJD6	1.5.1.3
O83386	2.7.1.148
P03362	2.7.7.49;2.7.7.7;3.1.26.4
B2D0J5	3.1.1.1
Q9Q8N6	2.7.1.21
Q9NNW7	1.8.1.9
Q5WPU5	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
O87790	2.7.6.3
P51517	3.1.26.4;2.7.7.49;2.7.7.7;3.6.1.23
P28419	4.1.1.39
Q6SW84	3.4.19.12
O64174	1.17.4.1
C9EIP1	2.7.3.3
Q9J8B9	3.4.22.50
A4GCI3	2.7.7.48
Q76RD8	1.17.4.1
A6XH05	4.2.3.108
A0A5N6UX39	3.2.1.4
P13886	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
Q5UQS6	2.7.7.19
Q9FLZ3	2.7.11.1
P16289	2.1.1.56;2.7.7.48
P0CK00	3.4.22.45
A0A7H0DN56	3.6.4.13
P93351	4.1.1.17
P68697	5.99.1.2
P09814	2.7.7.48;3.4.22.44;3.4.22.45
P04382	1.5.1.3
A9Q1K9	2.1.1.56;2.7.7.50
P03161	2.7.7.49;2.7.7.7;3.1.26.4
O48267	1.9.3.1
Q9WDA6	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
Q99046	1.10.3.2
Q66479	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
Q0DGP6	3.6.4.6
Q182I1	2.7.9.3
O08405	1.11.1.21
Q9DRA1	2.7.7.48;3.6.4.13
Q72CF1	2.7.9.3
A0R0W2	1.8.4.8
Q05318	2.1.1.56;2.7.7.48
P0DTA7	2.7.7.19
G4ZHR2	3.2.1.151
R9QMW3	4.2.3.121
Q57UP8	2.3.1.199
P09248	1.17.4.1
P00521	2.7.10.2;2.7.10.1
Q3YL68	2.4.1.274
Q9RR30	5.1.3.13
Q21633	6.3.2.19
Q9L3Q5	1.11.1.15
P12888	3.2.2.27
B8XTP8	2.7.7.48;3.6.1.15;3.4.22.28
Q9E6R2	3.2.2.27
B1NKR3	2.7.7.48
A0A0S2IHL6	5.4.99.39
A7YD35	1.97.1.11
A1DN30	2.5.1.29
Q6D8V5	5.3.1.1
Q5SBP4	4.2.3.65
A7J390	2.7.7.48
P93964	2.7.7.6
P67782	1.9.3.1
Q9FF29	2.7.11.1
Q5UQW1	2.7.7.6
P21082	2.7.7.6
Q9J5C7	1.8.3.2
P60819	2.7.9.3
A0A1C9CXI1	3.2.1.4
B5X0E4	3.6.3.44
Q3TIX9	3.4.19.12
Q196V9	3.1.26.3
P52351	3.4.21.97
Q4WLM9	2.4.1.15
P20165	3.4.24.53
O47698	1.9.3.1
J9W0G9	2.7.11.1
P61821	3.1.27.5
P10835	2.1.1.72
Q7LZ61	3.4.24.58
P28390	4.1.1.39
B8YB60	2.7.7.6
Q6D5T8	2.7.1.30
P19894	2.7.7.7
P0DJZ9	2.7.7.48;3.4.19.12;3.6.4.12;3.6.4.13
Q5K2K3	2.1.1.56;2.7.7.48
P10224	1.17.4.1
Q9G185	1.9.3.1
C9E894	2.5.1.21
B8YB64	2.7.7.6
Q997F0	2.1.1.56;2.7.7.48
Q9Q6P4	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
Q82630	2.7.7.48
P81661	3.4.21.74
Q6GZT8	1.17.4.1
P36968	1.11.1.12
P03586	2.7.7.48;3.6.4.13
Q6UDG6	3.2.2.27
P30320	2.7.7.7
P0CK04	3.4.22.45
Q8SQ07	3.1.27.5
O47708	1.9.3.1
O40958	3.4.22.39
A0A0J6G7P5	4.4.1.11
Q38RY6	1.9.3.1
Q6LY39	1.8.98.1
Q8V0N6	2.7.7.48
Q5ABX0	2.7.11.1
Q5VST9	2.7.11.1
P30215	3.1.1.53
O44074	1.3.5.1
P89034	2.7.7.48
O03201	1.9.3.1
P04588	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
P54093	3.1.3.16;3.1.3.48
Q04830	3.2.1.129
Q5UQ40	6.3.2.19
P33478	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
P0C6F5	3.4.19.12;3.4.22.69
Q9JFE5	2.7.11.1
Q008X5	2.7.7.48;3.6.4.12;3.6.4.13
A0A0M3Q1Q3	4.2.3.114;4.2.3.115
Q8L5K4	4.2.3.114
A0FKE6	4.3.1.19
P17763	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
Q6DD33	2.7.1.74
Q2ICQ7	3.2.1.18
P69547	6.5.1.1
Q07571	3.2.1.18
W7JX98	2.7.11.1
Q6QN11	1.97.1.11
P23764	1.11.1.9
Q67344	3.2.1.18
P28477	2.7.7.48;3.6.4.13
Q0A2G8	2.7.7.48
Q07570	3.2.1.18
P82809	1.1.1.218
P50646	1.17.4.1
P00414	1.9.3.1
Q9JFC3	3.6.4.13
O47681	1.9.3.1
Q65329	3.4.22.45
Q94497	2.7.9.3
A4GBY5	2.7.7.48
Q98995	3.4.24.72
E5ASS2	2.7.7.68
Q168G2	6.4.1.3
W7MLD8	3.5.1.4
P68921	3.2.1.17
P27411	2.7.7.48;3.4.22.66;3.6.1.15
Q9WVJ6	2.3.2.13
P18881	3.2.1.18
O10364	3.4.22.50
Q86887	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
Q9SEH5	2.1.1.53;2.5.1.16
D2CSU4	5.4.99.5
Q73PQ2	1.21.4.2;1.21.4.3;1.21.4.4
P32941	3.2.2.27
G4N0Z0	2.7.11.24;2.7.11.1
G4NEB8	2.7.12.2
Q8HA43	3.2.1.17
A4IG53	2.1.1.6
P10479	2.7.7.7
Q4F8I0	1.2.1.10
P22168	2.7.7.48;3.6.4.13
Q9YLS4	2.7.7.48;3.4.22.28;3.6.1.15
O54909	1.1.1.105;1.1.1.62
C8YTM5	2.1.1.103
G0SHF3	1.2.4.1
B5E6K6	1.18.1.2
Q80RC7	2.4.1.102;2.4.1.150
Q9WBI3	2.1.1.45
Q82DR2	2.6.1.1
Q7ZWC3	3.6.1.55;3.6.1.56
P0DW79	3.13.1.3
Q6EI12	2.5.1.32
P0DTQ1	5.3.1.23
Q4DHY2	2.3.1.199
Q5XXP3	3.4.21.90
Q69X58	1.14.13.145
A0A0H2ZM62	2.7.13.3
Q5TJ03	3.4.22.39
O89344	2.1.1.56;2.7.7.48
G2X4G0	3.2.1.8
A7X657	2.7.1.134;2.7.1.159
P0C6X3	3.4.19.12;3.4.22.69;2.7.7.48;3.6.4.12;3.6.4.13
P19712	2.7.7.48;3.6.1.15;3.6.4.13;3.4.21.113
B0KZK1	3.2.1.1
Q06996	2.1.1.56;2.7.7.48
P18147	2.7.7.6
P20892	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
Q76ZT1	2.1.1.57
Q5UPZ2	2.7.11.1
Q9VVK8	3.6.4.13
Q91HJ9	2.1.1.56;2.7.7.50
A8C8W6	3.2.1.18
O82318	2.7.11.1
Q5UR12	4.2.1.46
P31510	3.2.1.18
P28429	4.1.1.39
P58866	2.1.1.248
P98044	1.9.3.1
O79433	1.9.3.1
Q02963	3.4.22.45;2.7.7.48;3.4.22.44
Q694C5	3.5.4.14
Q5UQL3	2.7.4.6
A0AMG7	2.3.1.74
Q10S82	1.11.1.6
Q599A0	1.9.3.1
P09296	2.7.11.1
Q67683	2.7.7.48
Q8YI91	2.1.1.144
P28847	1.17.4.1
P17779	2.7.7.48;3.6.4.13
O71028	3.6.1.23;3.5.4.13
O95342	3.6.3.44
Q5EAK6	2.7.11.1
P0C8G9	1.8.3.2
C1KEU0	2.1.1.14
Q5UQ98	3.6.4.13
Q90030	3.6.1.23
C9K7C8	2.5.1.54
P24740	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
Q37476	1.9.3.1
Q9GRT1	2.7.11.1
O21619	1.9.3.1
D7PF45	3.1.3.86
Q8TYP4	1.8.98.1
Q7SXE8	2.7.11.23;2.7.11.22
Q9EVE0	4.2.1.33
O51767	3.6.4.13
P25783	3.4.22.50
Q06A37	3.6.4.12
Q6BEX0	3.6.3.17
P11334	6.5.1.1
O47691	1.9.3.1
P98042	1.9.3.1
P28453	4.1.1.39
A0A649V088	3.5.2.6
Q66282	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
Q91ID8	2.1.1.56;2.7.7.50
A0A1S3WYR7	4.1.1.19
Q6GWS6	2.7.7.48
P09286	3.4.21.97
O90369	3.4.21.90
A0A8I3NFE2	3.1.3.86
F2XFA6	4.2.3.119
Q6Q305	2.7.7.48
O32518	1.21.4.2;1.21.4.3;1.21.4.4
Q93XQ4	2.1.1.53;2.5.1.16
A0A0J9XK58	3.2.1.4
Q73CE0	2.7.1.30
P50689	1.9.3.1
Q4AEH8	1.11.1.9
Q4QJ85	2.3.1.199
P15916	2.1.1.57
D3ZDM7	1.4.3.1
O12934	2.7.7.6
A0A0F6AK91	1.1.1.94
Q6J8D5	3.2.1.18
Q4WBI8	1.14.13.72
Q82007	3.6.4.12
D1L2U8	3.5.1.28
B1NKT9	2.1.1.56;2.7.7.50
O13352	2.7.11.24;2.7.11.1
A0A0H3K9F2	3.1.3.48
P36487	4.1.1.39
Q27YG9	2.7.7.48
Q41107	5.5.1.4
Q82081	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
U5JCC6	1.1.1.34
A9QNE7	1.14.13.93
I1S8Q3	2.4.1.173
P29149	2.7.7.48
A3KFM7	3.6.4.12
Q38RZ2	1.9.3.1
P00534	2.7.10.1
J9VQ06	2.4.1.16
Q07577	3.2.1.18
P82473	3.4.22.67
Q01019	3.2.2.27
O73800	3.4.21.74
P17520	2.7.7.48
O67139	2.7.9.3
Q61153	1.97.1.10
Q0C8M3	2.3.1.161
B4URD9	3.2.1.18
A0A7H0DN85	2.1.1.56;2.7.7.50;3.1.3.33
Q32ZD5	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
P0CK05	3.4.22.45
Q9X448	2.3.1.8
Q7XR88	2.7.11.1
O22637	3.2.1.68
Q37430	1.9.3.1
Q6RZF8	2.7.7.6
O33983	3.5.1.28
Q4WM22	3.1.3.16
P15833	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.47
Q9Y755	3.4.21.63
A0A8H4CUY8	2.5.1.29
P0C6U6	3.4.19.12
B5X4Z9	2.7.11.1
Q9QAW8	2.7.7.49;2.7.7.7;3.1.26.4
Q0GBX5	2.1.1.56;2.7.7.48
O73878	2.7.10.1;2.7.10.2
P50679	1.9.3.1
P20492	6.5.1.1
K7NBZ9	5.4.99.33
P52284	2.1.1.72
P0CK08	3.4.22.45
B0XR80	2.7.11.24;2.7.11.1
P0C6Y5	2.7.7.48;3.6.4.12;3.6.4.13;3.4.19.12
A0A096XJN4	3.2.1.1
Q01037	1.17.4.1
P12553	3.2.1.18
Q196X0	2.7.7.6;2.7.7.48
A0A314LG79	2.1.1.53;2.5.1.16
Q9Q8L4	3.6.1.15
Q05988	4.1.1.39
O71070	3.4.22.39
P51771	3.2.1.17
O55737	3.1.3.16;3.1.3.48
Q5SBP0	4.2.3.113
Q1PD54	2.1.1.56;2.7.7.48
P08546	2.7.7.7;3.1.26.4
Q6E0W6	2.1.1.56;2.7.7.48
P20179	2.7.7.48
C0PTH8	4.2.3.120;4.2.3.119
Q83044	3.6.4.13;2.7.7.48
P12918	2.7.7.48
Q89273	2.7.7.48;3.4.22.66;3.6.1.15
Q8QPH4	2.7.7.48
P12576	2.1.1.56;2.7.7.48
A0A0H3K6J4	3.4.24.75
P48892	1.9.3.1
B5E5S4	2.4.99.17
P35956	2.7.7.49;3.1.13.2;3.1.26.13;2.7.7.7;3.6.1.23
Q32131	1.6.5.3;1.6.99.5
Q9MU26	3.6.3.14
P03473	3.2.1.18
A1YES6	4.2.99.18
P98036	1.9.3.1
P26543	3.6.4.12
Q91PP5	2.7.7.48
A0A0H3NM73	2.7.7.8
P25059	2.7.7.49;2.7.7.7;3.1.26.4
P93680	3.2.1.14
A0A067XH53	2.5.1.54
A0A1I9R3Y5	1.11.2.3
Q9QBZ9	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
P0C6U5	3.4.19.12;3.4.22.69
P11086	2.1.1.28
P41790	2.3.1.8
Q8AZL8	2.7.7.48
P68296	1.9.3.1
Q9YLR1	2.7.7.48
P04292	2.7.7.7;3.1.26.4
Q38S20	1.9.3.1
P38596	1.9.3.1
E2RTQ7	2.7.11.1
Q9P995	2.1.1.250
O10378	2.1.1.56;2.7.7.48
P0C6U1	3.4.19.12;3.4.22.69;2.7.7.48;3.6.4.12;3.6.4.13
P00970	6.5.1.1
P30002	3.4.19.12
O47699	1.9.3.1
P0C992	6.5.1.1
P08326	3.2.1.18
Q6UDM0	3.6.1.23
Q5UPY4	3.1.21.2
Q9I8X0	3.4.21.74
Q4QAU9	4.2.1.2
P00525	2.7.10.2
P50690	1.9.3.1
P18283	1.11.1.9
D3ZEY4	2.7.1.107
A7IZZ2	4.2.3.121
Q91VU7	5.4.99.27
Q9Q2W5	3.2.1.18
Q8JN08	2.7.7.49;2.7.7.7;3.1.26.4
Q9YYS0	3.6.1.23
C0HM39	3.2.2.22
Q95707	1.9.3.1
Q5XX01	2.1.1.56;2.7.7.48
O89749	2.7.7.48
B5WWZ9	1.1.3.20
Q809M3	2.7.7.48
P46448	1.2.1.2
H0ZAB5	2.4.1.41
P03472	3.2.1.18
Q5UPT2	3.2.2.27
P0C6W9	3.4.19.12;3.4.22.69;2.7.7.48;3.6.4.12;3.6.4.13
Q67653	2.7.7.48
Q0A2Q6	2.7.7.48
P16203	3.2.1.18
Q1ZXD6	2.7.11.1
P68298	1.9.3.1
Q50EX7	4.3.1.24
Q5UP25	2.7.1.21
P13065	1.12.99.6
Q6XTM7	3.2.1.18
P08617	2.7.7.48;3.6.1.15
A0A4X1UM84	4.1.1.32
Q58DK4	2.7.1.29;2.7.1.28;4.6.1.15
P09569	3.4.22.39
P90463	2.1.1.45
Q8V5E0	2.7.7.48
Q4QXJ8	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
P00403	1.9.3.1
O91745	3.2.1.18
Q39RJ9	2.7.9.3
A7BFV6	2.3.1.47
O22317	3.2.1.39
P68694	2.7.7.6
P19711	2.7.7.48;3.6.1.15;3.6.4.13;3.4.21.113
P03474	3.2.1.18
Q13315	2.7.11.1
Q6XUD6	3.2.1.18
P0C9C0	5.99.1.3
B5A434	4.2.3.112
P17402	2.7.1.21
P19560	2.7.7.49;3.1.13.2;3.1.26.13;2.7.7.7
P27401	3.1.26.4;2.7.7.49;2.7.7.7
Q9E6Q4	2.7.11.1
P48699	4.1.1.39
P98039	1.9.3.1
B2ZDY2	2.7.7.48
Q70US9	3.2.2.22
P13899	2.7.7.48;3.4.22.28;3.6.1.15
Q96190	1.9.3.1
P68761	3.1.1.53
Q5UQB5	5.99.1.2
Q9QNB1	2.1.1.56;2.7.7.50
F1LXF1	2.7.11.1
F1QXM5	1.1.2.4
P0CK14	3.4.22.45
Q02512	3.6.4.12
Q4AEH0	1.11.1.12
O70325	1.11.1.12
Q40271	5.5.1.4
Q9VC47	3.4.24.21
O83372	3.1.26.4
P31348	3.2.1.18
Q66914	3.4.22.66;2.7.7.48;3.6.1.15
B5E4N6	2.4.1.21
Q7Y4H2	1.10.3.9
S3D9F8	2.3.3.13
K9Y6Y9	4.2.3.114;4.2.3.115
J9VGT6	2.4.1.16
Q2VNF0	3.2.1.18
A0A4P8DY91	2.1.1.68
P13288	2.7.11.1
A0A223GEC9	3.2.1.4
P17460	2.7.7.48
F9X3D9	2.3.3.10
P98043	1.9.3.1
P48689	4.1.1.39
P54092	3.1.3.16;3.1.3.48
P15419	6.5.1.1
Q66663	1.17.4.1
P0DX24	1.1.1.145;5.3.3.1
B5E1U9	2.7.2.3
P68314	2.7.7.6
Q67IA6	1.6.99.5
W7JLR6	4.2.1.11
P0C8H8	1.17.4.1
O13434	4.1.1.49
Q5AYI7	2.8.1.6
B1XJV9	2.5.1.29;2.5.1.10
Q8VD84	3.1.27.5
O83571	2.2.1.1
P0DOO2	2.7.7.6
Q9SVY5	2.7.11.1
G4NH08	2.7.11.26;2.7.11.1
Q9YLJ1	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
Q6H952	1.10.3.9
Q9M6A7	2.7.11.1
Q2QEI3	1.97.1.10
P00544	2.7.10.2
Q03131	2.3.1.94
Q87022	2.7.7.48
Q6DV88	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
Q24MI3	2.1.1.250
P92481	1.9.3.1
Q8B912	2.7.7.48;3.4.19.12;3.6.4.12;3.6.4.13
A3SQG3	4.4.1.25
P98034	1.9.3.1
D4A2H2	2.3.1.50
D3ZI76	2.3.1.15
Q27744	4.1.2.13
Q3L8U1	3.6.4.12
O32414	1.1.1.86
P04936	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
P33796	2.7.7.6
Q23295	3.4.24.64
A4GCL1	3.2.1.18
Q4Q5G6	2.3.1.199
Q1K7A4	3.1.2.4
P12558	3.2.1.18
Q8KSA6	3.5.2.6
Q38S29	1.9.3.1
O47677	1.9.3.1
Q937Z1	2.3.1.157;2.7.7.23
P48660	1.9.3.1
Q65216	2.1.1.56;2.7.7.50;3.1.3.33
Q89121	2.7.11.1
A7GCV1	1.21.4.2;1.21.4.3;1.21.4.4
P36312	2.7.7.48
P35930	2.7.7.48
P41721	3.4.22.50
P0CJ95	3.4.22.45
O55528	2.1.1.56;2.7.7.48
Q73IW9	2.7.7.6
Q23551	2.7.11.1
G2IQQ8	4.1.3.17
Q8QZ73	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
Q66I14	2.7.9.3
P87553	2.7.7.7
Q12TR2	2.1.1.250
P0C9A6	3.6.4.13
P52342	2.7.7.7
Q0A2H9	2.7.7.48
Q3ZN06	2.7.7.48
O62137	1.3.3.6
Q9XVQ9	2.3.1.199
D3ZZX1	3.1.3.56
Q75WB5	3.5.2.9
P97924	2.7.11.1
Q3ZFI3	3.5.1.28
R9QMW2	4.2.3.121
P50639	3.2.2.27
P36724	3.6.4.12
P52369	3.4.21.97
P04048	2.7.10.1
P41476	6.5.1.3;2.7.1.78
Q9E6P2	3.4.21.97
A0A7H0DN74	2.1.1.57
Q9EVH4	4.2.1.33
Q9YJW3	2.7.7.48;3.4.22.44
P0C9B1	3.6.4.13
Q6EWG9	2.7.7.48
Q91DD4	2.1.1.56;2.7.7.48
P0CAP7	1.17.4.1
Q7IZ01	1.9.3.1
P12462	2.1.1.45
P25328	2.7.7.48
Q910D6	2.7.7.48
E3PJ89	3.4.23.43
Q1HVC1	2.7.7.7;3.1.26.4
Q5UR22	3.6.4.13
Q80943	3.6.4.12
P13850	3.2.1.18
K9N7C7	3.4.19.12;3.4.22.69;2.7.7.48;3.6.4.12;3.6.4.13
P0C6U2	3.4.19.12
O47680	1.9.3.1
Q3ULW8	2.4.2.30
A1VE87	2.7.9.3
A0A2Z5GDY5	3.4.11.9
A4PBP6	2.7.7.48
Q6XUA7	3.2.1.18
Q306W8	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
Q38S02	1.9.3.1
P06225	2.7.7.7
P26324	3.4.21.74
A0A509AQ68	4.2.1.11
A0A1P7Y0D0	2.5.1.21
Q3L6W7	1.9.3.1
Q9KHI5	2.7.13.3
J3S3W5	3.4.21.74
A3DRP8	2.7.7.48
O54888	2.7.7.6
Q9QJ37	3.4.19.12
Q8B0U2	2.1.1.56;2.7.7.48
A0A0B4H2J9	4.2.1.94
P32209	1.17.4.1
P52447	3.2.2.27
Q94272	3.7.1.2
P19748	2.1.1.57
Q9CQ43	3.6.1.23
O84925	1.6.99.3
P45188	3.1.11.1
Q80DS7	2.7.4.9
Q32668	4.1.1.39
C0HMB2	3.1.1.4
P06538	2.7.7.7
Q4AEH3	1.11.1.9
Q0A3Q1	2.7.7.48
Q58DL1	3.5.3.1
Q9TTC1	3.1.26.4;2.7.7.49;2.7.7.7
P10381	3.4.22.39
O41353	2.7.7.48
P0C6X9	3.4.19.12;3.4.22.69;2.7.7.48;3.6.4.12;3.6.4.13
A1KXI1	3.4.21.4
P32094	2.1.1.56;2.7.7.50;3.1.3.33
Q5BK56	2.5.1.18
Q27655	4.2.1.11
P16201	3.2.1.18
O62140	1.3.3.6
P0CJ96	3.4.22.45
O98360	4.1.1.39
Q5CC92	1.10.9.1
B5E4T0	2.7.1.144
Q9PYY5	3.4.22.50
P0DOQ5	3.1.3.48
Q9RMT4	3.5.2.6
D7RF80	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
F1N206	1.8.1.4
P0DW08	2.1.1.37
Q02212	1.9.3.1
A0A7H0DNC7	2.7.7.6
P16514	2.7.7.48
Q57X51	2.3.1.199
Q76634	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.47
Q9MU30	3.6.3.14
Q77TG7	2.7.4.9
Q8I4V8	5.2.1.8
Q8NBS9	5.3.4.1
O25153	2.7.13.3
Q5UNT7	2.7.11.1
E3W202	4.2.3.81;4.2.3.82;4.2.3.83
A0A286R7K5	2.7.3.3
Q809M5	2.7.7.48
P68610	2.7.7.6
Q6XT02	2.7.7.48
B2B629	3.2.1.91;3.2.1.4
Q4WHW0	2.4.1.15
P03431	2.7.7.48
P30007	3.6.1.23
P42489	2.7.7.7
P36330	3.4.21.90
P50763	3.6.4.12
Q2I3F5	1.9.3.1
D0VFU8	2.5.1.21
P35970	6.5.1.1
P43745	2.7.7.7
P58974	2.1.1.250
O72904	3.6.4.13
P16088	3.6.1.23;2.7.7.49;3.1.13.2;3.1.26.13;2.7.7.7
A0A7H0DN52	1.17.4.1
P03371	2.7.7.49;3.1.13.2;3.1.26.13;2.7.7.7;3.6.1.23
P30318	2.7.7.7
B1PS76	2.7.7.48;3.6.4.13
P53491	3.1.11.6
Q91FI1	2.7.7.6
Q9E005	2.7.7.48
F4CQ77	4.1.1.39
P0C972	2.7.7.7
P98031	1.9.3.1
P03306	2.7.7.48;3.4.22.28;3.4.22.46;3.6.1.15
Q7IZ08	1.9.3.1
P87691	3.1.1.53
P0CK01	3.4.22.45
P0C8K5	2.7.7.6
O70695	2.7.7.48
P51994	4.1.1.39
A4U7B4	2.7.7.48
